epoch,t_rel,en0_opkts,en0_oerrs,en7_opkts,en7_oerrs
1788069133.071,171.340,98,0,10122,0
1788069133.306,171.575,98,0,10132,0
1788069133.583,171.852,98,0,10144,0
1788069133.844,172.113,98,0,10152,0
1788069134.097,172.366,98,0,10152,0
1788069134.359,172.628,98,0,10152,0
1788069134.616,172.885,98,0,10152,0
1788069134.892,173.161,98,0,10152,0
1788069135.149,173.418,99,0,10156,0
1788069135.392,173.661,99,0,10194,0
1788069135.645,173.914,99,0,10196,0
1788069135.884,174.153,99,0,10196,0
1788069136.149,174.418,99,0,10201,0
1788069136.389,174.658,99,0,10201,0
1788069136.625,174.894,99,0,10201,0
1788069136.876,175.145,99,0,10202,0
1788069137.124,175.393,99,0,10203,0
1788069137.366,175.635,99,0,10205,0
1788069137.612,175.881,99,0,10217,0
1788069137.865,176.134,99,0,10238,0
1788069138.124,176.393,99,0,10250,0
1788069138.371,176.640,99,0,10258,0
1788069138.647,176.916,103,0,10270,0
1788069138.950,177.219,103,0,10280,0
1788069139.192,177.461,103,0,10310,0
1788069139.433,177.702,103,0,10318,0
1788069139.695,177.964,103,0,10332,0
1788069139.938,178.207,103,0,10342,0
1788069140.193,178.462,103,0,10352,0
1788069140.476,178.745,103,0,10397,0
1788069140.717,178.986,103,0,10413,0
1788069140.992,179.261,103,0,10423,0
1788069141.238,179.507,103,0,10449,0
1788069141.484,179.753,103,0,10459,0
1788069141.727,179.996,103,0,10469,0
1788069141.974,180.243,103,0,10481,0
1788069142.216,180.485,103,0,10492,0
1788069142.450,180.719,103,0,10494,0
1788069142.693,180.962,103,0,10494,0
1788069142.942,181.211,103,0,10496,0
1788069143.212,181.481,103,0,10496,0
1788069143.458,181.727,103,0,10498,0
1788069143.707,181.976,105,0,10498,0
1788069143.956,182.225,105,0,10500,0
1788069144.225,182.494,105,0,10500,0
1788069144.498,182.767,105,0,10500,0
1788069144.742,183.011,105,0,10504,0
1788069144.980,183.249,105,0,10504,0
1788069145.258,183.527,105,0,10512,0
1788069145.513,183.782,105,0,10548,0
1788069145.757,184.026,106,0,10550,0
1788069146.005,184.274,106,0,10560,0
1788069146.255,184.524,106,0,10568,0
1788069146.507,184.776,106,0,10580,0
1788069146.747,185.016,106,0,10590,0
1788069146.997,185.266,107,0,10600,0
1788069147.288,185.557,107,0,10612,0
1788069147.543,185.812,107,0,10626,0
1788069147.822,186.091,107,0,10636,0
1788069148.067,186.336,107,0,10646,0
1788069148.307,186.576,107,0,10656,0
1788069148.549,186.818,107,0,10664,0
1788069148.779,187.048,107,0,10674,0
