epoch,t_rel,en0_opkts,en0_oerrs,en7_opkts,en7_oerrs
1788069312.664,107.682,76,0,4842,0
1788069312.893,107.911,76,0,4842,0
1788069313.125,108.143,76,0,4846,0
1788069313.357,108.375,76,0,4846,0
1788069313.585,108.603,76,0,4846,0
1788069313.812,108.830,76,0,4847,0
1788069314.043,109.061,78,0,4847,0
1788069314.276,109.294,82,0,4851,0
1788069314.506,109.524,82,0,4851,0
1788069314.732,109.750,83,0,4852,0
1788069314.960,109.977,83,0,4852,0
1788069315.190,110.208,83,0,4857,0
1788069315.416,110.434,83,0,4861,0
1788069315.645,110.663,83,0,4873,0
1788069315.871,110.889,83,0,4881,0
1788069316.094,111.112,83,0,4889,0
1788069316.325,111.343,83,0,4900,0
1788069316.553,111.571,83,0,4908,0
1788069316.784,111.802,83,0,4917,0
1788069317.015,112.032,84,0,4927,0
1788069317.244,112.262,84,0,4938,0
1788069317.474,112.492,84,0,4946,0
1788069317.704,112.722,84,0,4957,0
1788069317.933,112.951,84,0,4965,0
1788069318.160,113.178,84,0,4977,0
1788069318.392,113.409,84,0,4985,0
1788069318.619,113.637,84,0,4993,0
1788069318.849,113.866,84,0,5005,0
1788069319.076,114.094,84,0,5013,0
1788069319.305,114.323,84,0,5031,0
1788069319.532,114.550,84,0,5043,0
1788069319.759,114.776,84,0,5053,0
1788069319.989,115.007,84,0,5061,0
1788069320.216,115.234,84,0,5070,0
1788069320.450,115.468,84,0,5070,0
1788069320.678,115.696,84,0,5073,0
1788069320.908,115.926,84,0,5073,0
1788069321.130,116.147,84,0,5073,0
1788069321.354,116.372,84,0,5077,0
1788069321.583,116.601,84,0,5077,0
1788069321.810,116.828,84,0,5077,0
1788069322.037,117.055,84,0,5080,0
1788069322.266,117.284,85,0,5080,0
1788069322.494,117.512,85,0,5086,0
1788069322.723,117.741,85,0,5087,0
1788069322.956,117.973,85,0,5087,0
1788069323.182,118.200,85,0,5088,0
1788069323.408,118.425,85,0,5088,0
1788069323.637,118.655,85,0,5090,0
1788069323.868,118.886,85,0,5101,0
1788069324.100,119.117,86,0,5109,0
1788069324.331,119.349,86,0,5118,0
1788069324.561,119.579,86,0,5128,0
1788069324.788,119.806,86,0,5140,0
1788069325.016,120.034,86,0,5150,0
1788069325.247,120.264,86,0,5159,0
1788069325.474,120.492,86,0,5167,0
1788069325.704,120.721,86,0,5180,0
1788069325.933,120.951,86,0,5188,0
1788069326.162,121.180,87,0,5196,0
1788069326.394,121.411,87,0,5207,0
1788069326.619,121.637,87,0,5215,0
1788069326.850,121.868,87,0,5225,0
1788069327.080,122.098,87,0,5235,0
1788069327.305,122.323,87,0,5244,0
1788069327.532,122.550,87,0,5254,0
1788069327.760,122.778,87,0,5264,0
1788069327.994,123.012,87,0,5272,0
1788069328.225,123.243,87,0,5287,0
1788069328.450,123.468,87,0,5295,0
1788069328.683,123.701,87,0,5295,0
1788069328.911,123.929,87,0,5296,0
1788069329.139,124.156,87,0,5296,0
1788069329.367,124.385,87,0,5297,0
1788069329.599,124.616,87,0,5299,0
1788069329.830,124.847,87,0,5300,0
1788069330.069,125.087,87,0,5300,0
1788069330.302,125.320,87,0,5301,0
1788069330.532,125.550,87,0,5301,0
1788069330.760,125.778,91,0,5302,0
1788069330.991,126.009,91,0,5304,0
1788069331.217,126.235,91,0,5304,0
1788069331.450,126.468,91,0,5305,0
1788069331.680,126.698,91,0,5305,0
1788069331.908,126.926,91,0,5306,0
1788069332.139,127.156,91,0,5316,0
1788069332.366,127.384,92,0,5324,0
1788069332.595,127.613,92,0,5333,0
1788069332.826,127.844,92,0,5343,0
1788069333.059,128.077,92,0,5352,0
1788069333.293,128.311,92,0,5362,0
1788069333.524,128.542,92,0,5374,0
1788069333.753,128.771,92,0,5382,0
1788069333.984,129.002,92,0,5392,0
1788069334.216,129.234,92,0,5401,0
1788069334.447,129.464,92,0,5409,0
1788069334.675,129.693,92,0,5419,0
1788069334.906,129.924,92,0,5427,0
1788069335.133,130.150,92,0,5438,0
1788069335.361,130.379,92,0,5446,0
1788069335.594,130.612,92,0,5455,0
1788069335.826,130.844,92,0,5465,0
1788069336.061,131.079,92,0,5473,0
1788069336.294,131.311,92,0,5484,0
